Chr01	2880	F	2	CL_Chr01_1	0	s						
Chr01	2883	F	3	CL_Chr01_1	1	u	P1	0				
Chr01	2884	F	1	CL_Chr01_1	2	d						
Chr01	2897	F	1	CL_Chr01_1	3	e						
Chr01	2902	F	1	CL_Chr01_1	4	e						
Chr01	2903	F	21	CL_Chr01_1	5	u	P1	1				
Chr01	2907	F	1	CL_Chr01_1	6	d						
Chr01	2925	F	1	CL_Chr01_1	7	e						
Chr01	2926	F	34	CL_Chr01_1	8	u	P1	2	P2	0		
Chr01	2928	F	8	CL_Chr01_1	9	d						
Chr01	2930	F	6	CL_Chr01_1	10	d						
Chr01	2931	F	7	CL_Chr01_1	11	u	P1	3				
Chr01	2932	F	5	CL_Chr01_1	12	d						
Chr01	2933	F	2	CL_Chr01_1	13	d						
Chr01	2934	F	35	CL_Chr01_1	14	u	P1	4	P2	1		
Chr01	2935	F	6	CL_Chr01_1	15	d						
Chr01	2936	F	23	CL_Chr01_1	16	u	P1	5				
Chr01	2937	F	2	CL_Chr01_1	17	d						
Chr01	2946	F	1	CL_Chr01_1	18	d						
Chr01	2952	F	2	CL_Chr01_1	19	u						
Chr01	2953	F	7	CL_Chr01_1	20	u	P1	6				
Chr01	2954	F	7	CL_Chr01_1	21	e						
Chr01	2955	F	1	CL_Chr01_1	22	d						
Chr01	2957	F	2	CL_Chr01_1	23	u	P1	7				
Chr01	2958	F	1	CL_Chr01_1	24	d						
Chr01	2959	F	1	CL_Chr01_1	25	e						
Chr01	2961	F	1	CL_Chr01_1	26	e						
Chr01	2977	F	1	CL_Chr01_1	27	e						
Chr01	2978	F	1	CL_Chr01_1	28	e						
Chr01	2982	F	3	CL_Chr01_1	29	u						
Chr01	2983	F	97	CL_Chr01_1	30	u	P1	8	P2	2	CP	
Chr01	2984	F	2	CL_Chr01_1	31	d						
Chr01	2985	F	5	CL_Chr01_1	32	u						
Chr01	2986	F	65	CL_Chr01_1	33	u	P1	9				
Chr01	2987	F	8	CL_Chr01_1	34	d						
Chr01	2988	F	1	CL_Chr01_1	35	d						
Chr01	2989	F	22	CL_Chr01_1	36	u	P1	10				
Chr01	2990	F	2	CL_Chr01_1	37	d						
Chr01	2992	F	3	CL_Chr01_1	38	u						
Chr01	2993	F	5	CL_Chr01_1	39	u	P1	11				
Chr01	3001	F	2	CL_Chr01_1	40	d						
Chr01	3002	F	1	CL_Chr01_1	41	d						
Chr01	3009	F	2	CL_Chr01_1	42	u						
Chr01	3018	F	6	CL_Chr01_1	43	u						
Chr01	3021	F	16	CL_Chr01_1	44	u	P1	12	P2	3		
Chr01	3030	F	1	CL_Chr01_1	45	d						
Chr01	3073	F	2	CL_Chr01_2	46	s	P1	13	P2	4	CP	
Chr01	3074	F	1	CL_Chr01_2	47	d						
Chr01	3095	F	1	CL_Chr01_3	48	s						
Chr01	3099	F	8	CL_Chr01_3	49	u	P1	14	P2	5	CP	
Chr01	3111	F	1	CL_Chr01_3	50	d						
Chr01	3116	F	1	CL_Chr01_3	51	e						
Chr01	3119	F	1	CL_Chr01_3	52	e						
Chr01	3120	F	3	CL_Chr01_3	53	u	P1	15				
Chr01	3127	F	1	CL_Chr01_3	54	d						
Chr01	3143	F	1	CL_Chr01_3	55	e						
Chr01	3151	F	1	CL_Chr01_3	56	e						
Chr01	3152	F	2	CL_Chr01_3	57	u						
Chr01	3154	F	2	CL_Chr01_3	58	e						
Chr01	3163	F	5	CL_Chr01_3	59	u	P1	16	P2	6		
Chr01	3166	F	1	CL_Chr01_3	60	d						
Chr01	3168	F	2	CL_Chr01_3	61	u	P1	17				
Chr01	3169	F	1	CL_Chr01_3	62	d						
Chr01	4457	F	1	CL_Chr01_4	63	s	P1	18	P2	7	CP	
Chr01	7133	F	1	CL_Chr01_5	64	s						
Chr01	7135	F	12	CL_Chr01_5	65	u	P1	19	P2	8	CP	
Chr01	7138	F	1	CL_Chr01_5	66	d						
Chr01	7143	F	2	CL_Chr01_5	67	u	P1	20				
Chr01	7166	F	1	CL_Chr01_6	68	s	P1	21	P2	9	CP	
Chr01	7190	F	1	CL_Chr01_7	69	s						
Chr01	7195	F	2	CL_Chr01_7	70	u	P1	22				
Chr01	7213	F	1	CL_Chr01_7	71	d						
Chr01	7231	F	4	CL_Chr01_7	72	u	P1	23	P2	10	CP	
Chr01	7264	F	1	CL_Chr01_8	73	s						
Chr01	7267	F	1	CL_Chr01_8	74	e	P1	24	P2	11	CP	
